,battery_id,battery_formula,framework_formula,formula_charge,formula_discharge,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,id_charge,id_discharge
90,mp-1405864_Li,Li0-1VFeP2(O4F)2,VFeP2(O4F)2,VFeP2(O4F)2,LiVFeP2(O4F)2,1.9934677333333373,78.44327594028191,248.14919851397264,156.3741394839153,494.6774202901334,mp-1405864,mp-1446650
91,mp-802343_Li,Li0-2Cr5(Si2O7)2,Cr5(Si2O7)2,Cr5(Si2O7)2,Li2Cr5(Si2O7)2,-0.22047809666667706,87.84546851533102,295.7625633127033,-19.368001699052687,-65.2091670244424,mp-802343,mp-860838
92,mp-753596_Li,Li0-3VCrP2(HO5)2,VCrP2(HO5)2,VCrP2(HO5)2,Li3VCrP2(HO5)2,3.2161579599999985,231.23462838033453,699.03098117744,743.6870906930544,2248.194054400433,mp-753596,mp-766011
93,mp-755409_Li,Li4-5Mn2Cu3O10,Mn2Cu3O10,Li4Mn2Cu3O10,Li5Mn2Cu3O10,3.9818178783333353,54.12110803727722,241.3199504106315,215.50039557804038,960.8920929435664,mp-849495,mp-755409
94,mp-756525_Li,Li0-4Mn3CuO8,Mn3CuO8,Mn3CuO8,Li4Mn3CuO8,3.316603785833334,279.0953612930095,1199.4008853794276,925.6487318729174,3977.937517181262,mp-756525,mp-773427
95,mp-756513_Li,Li0-2Mn3CuO8,Mn3CuO8,Mn3CuO8,Li2Mn3CuO8,4.251077828333334,144.7800025103567,608.9745195197689,615.4710586578218,2588.7980779504346,mp-756513,mp-756596
96,mp-753851_Li,Li0-4Mn5CuO12,Mn5CuO12,Mn5CuO12,Li4Mn5CuO12,3.3971162933333305,192.12771446642287,760.027976416911,652.680189214779,2581.9034220750486,mp-756191,mp-753851
97,mp-25205_Li,Li0-2Cu5(Si2O7)2,Cu5(Si2O7)2,Cu5(Si2O7)2,Li2Cu5(Si2O7)2,3.9569628683333393,80.25049089435993,314.65047015758176,317.548212634505,1245.0602269171786,mp-25205,mp-554014
98,mp-1213014_Li,Li0-0.5ErTl(WO4)2,ErTl(WO4)2,ErTl(WO4)2,LiEr2Tl2(WO4)4,0.3686565333333409,15.389211349584453,130.17725369443355,5.67333330687191,47.99069506584472,mp-1213014,mp-1235187
99,mp-755507_Li,Li0-2V5CuO12,V5CuO12,V5CuO12,Li2V5CuO12,2.59489247833334,102.27068885753313,346.749468633992,265.381441270382,899.7775880244283,mp-777235,mp-755507
