,battery_formula,battery_id,charge_id,discharge_id
728,Li0-2FeCl4,mp-1222745_Li,mp-1225059,mp-1222745
729,Li1-3NiPCO7,mp-25396_Li,mp-25412,mp-25446
730,Li0-4Cr3Co(PO4)4,mp-757602_Li,mp-774666,mp-757602
731,Li0.5-2Fe(CO3)2,mp-759605_Li,mp-763524,mp-759605
732,Li0-4Mn2Cr3Co3O16,mp-757903_Li,mp-1176520,mp-758129
733,Li0-4Cr3Co3(SbO8)2,mp-757879_Li,mp-757879,mp-758153
734,Li0-1Fe2C2O7,mp-752896_Li,mp-752896,mp-762511
735,Li1-2Fe2(CO3)3,mp-753178_Li,mp-753178,mp-1302307
736,Li4-1Cr2Fe3Co3O16,mp-774310_Li,mp-774878,mp-774310
737,Li0-1Mn9CdO10,mp-756679_Li,mp-756679,mp-1235326
738,Li0-4Mn3Co3(CuO8)2,mp-770859_Li,mp-770859,mp-771073
739,Li0-2MnCSO7,mp-754499_Li,mp-754649,mp-780526
740,Li0-2Fe2C2O7,mp-758060_Li,mp-758060,mp-759155
741,Li0-1CoF3,mp-759500_Li,mp-1178425,mp-759500
742,Li0-1Eu2CoO4,mp-754928_Li,mp-754928,mp-1235194
743,Li0-4Fe3Co3(SbO8)2,mp-757039_Li,mp-757039,mp-758042
744,Li0-4Mn3CrCo2(PO4)6,mp-757284_Li,mp-757284,mp-758445
745,Li0-1Nb2Te4Cl10O,mp-555641_Li,mp-555641,mp-1236135
746,Li0-2CrCo(PO4)2,mp-757895_Li,mp-1178412,mp-757895
747,Li0-4Cr3Co3(TeO8)2,mp-757983_Li,mp-757983,mp-775136
748,Li0-4Mn3CoCu2(PO4)6,mp-758293_Li,mp-758293,mp-1177395
749,Li0-4Mn3Fe3(CoO8)2,mp-754076_Li,mp-768595,mp-754076
750,Li4-1Fe3Co3(NiO8)2,mp-760302_Li,mp-760302,mp-774318
751,Li1-2Fe2C2O7,mp-757644_Li,mp-757949,mp-757644
752,Li0-2Fe2(CO3)3,mp-758121_Li,mp-758121,mp-1178002
753,Li0-4Fe2Co3Sb3O16,mp-759403_Li,mp-1178389,mp-759403
754,Li4-1Fe3Co2Ni3O16,mp-753758_Li,mp-753758,mp-778201
755,Li0-4Mn3Fe2Co3O16,mp-774451_Li,mp-1176503,mp-774451
756,Li0-3MnFeCo(PO4)3,mp-761258_Li,mp-1176487,mp-761258
757,Li1-2FeP2HO8,mp-758760_Li,mp-758760,mp-766101
758,Li0-1Mo4P7O24,mp-26744_Li,mp-26744,mp-585332
759,Li0-4Mn5Cr3O16,mp-771133_Li,mp-771133,mp-772050
760,Li0-1V2NiO6,mp-755467_Li,mp-756506,mp-755467
761,Li0-1MoP2O7,mp-18987_Li,mp-25250,mp-18987
762,Li0-2VSO4F3,mp-768092_Li,mp-768093,mp-769602
763,Li0-1Mo2(PO4)3,mp-25843_Li,mp-25844,mp-25843
764,Li0-2V2Sn(PO4)3,mp-768559_Li,mp-850780,mp-768559
765,Li0-8Fe7Te(PO4)12,mp-777003_Li,mp-777003,mp-1176834
766,Li1-2CoSiO4,mp-757822_Li,mp-757822,mp-1248621
767,Li2-5VCr3O8,mp-760333_Li,mp-771964,mp-760333
768,Li2-3VCr2O6,mp-754615_Li,mp-849313,mp-754615
769,Li1.33-2VCrO4,mp-754054_Li,mp-849340,mp-754054
770,Li0-3Mo2(PO4)3,mp-26085_Li,mp-540082,mp-26105
771,Li0-3Mn4CrO8,mp-754200_Li,mp-754200,mp-756602
772,Li0-0.25ReO3,mp-756519_Li,mp-1237229,mp-756519
773,Li0-4Fe5Ni(PO4)6,mp-760788_Li,mp-768933,mp-760788
774,Li6-8TiNi7O16,mp-758326_Li,mp-758326,mp-760950
775,Li0-4Fe5Sb(PO4)6,mp-771885_Li,mp-771885,mp-776398
776,Li0-0.5NiS2,mp-1045397_Li,mp-1444811,mp-1045397
777,Li4-1V5Cr3O16,mp-760983_Li,mp-777002,mp-760983
778,Li6-8Fe3Sn(PO4)6,mp-775125_Li,mp-778734,mp-775125
779,Li0-1.5CoSiO4,mp-25268_Li,mp-25268,mp-781591
780,Li0-1VCrO4,mp-752903_Li,mp-752903,mp-1176540
781,Li2-5V5Cr2O12,mp-754708_Li,mp-782662,mp-773065
782,Li0-3Mn5Cr2O12,mp-755906_Li,mp-755906,mp-850947
783,Li0-2VSn(PO4)2,mp-753543_Li,mp-753543,mp-756985
784,Li1-2CoSiO4,mp-759124_Li,mp-759261,mp-761247
785,Li0-2MnPO4F,mp-759305_Li,mp-861278,mp-771918
786,Li0-6V3P6WO24,mp-758674_Li,mp-775437,mp-758674
787,Li0.67-2MnCrO4,mp-850956_Li,mp-850956,mp-1101152
788,Li1.5-2SiNiO4,mp-766496_Li,mp-777771,mp-766496
789,Li0-8Mn13Cr3O32,mp-775158_Li,mp-775873,mp-775158
790,Li0-2MoP4O13,mp-25952_Li,mp-697734,mp-704204
791,Li1-2.5VCrO4,mp-752568_Li,mp-756218,mp-752568
792,Li1-2CoSiO4,mp-753828_Li,mp-763253,mp-753828
793,Li7-8NbO6,mp-37399_Li,mp-37399,mp-774697
794,Li1.5-2CoSiO4,mp-758637_Li,mp-1177732,mp-758637
795,Li0-1Ni9S10,mp-767469_Li,mp-767469,mp-774863
796,Li1-2CoSiO4,mp-758102_Li,mp-762880,mp-759671
797,Li1-2Co3(SiO4)2,mp-758078_Li,mp-849520,mp-758078
798,Li1-2TiNiO4,mp-752816_Li,mp-1290806,mp-764019
799,Li1-2CoSiO4,mp-758638_Li,mp-758703,mp-758638
800,Li1.5-2CoSiO4,mp-758473_Li,mp-778490,mp-758473
801,Li2.5-3CoSiO5,mp-758411_Li,mp-849671,mp-758411
802,Li0-2Mn2CrO6,mp-753734_Li,mp-753734,mp-1568146
803,Li0-1Pr(WO4)2,mp-18932_Li,mp-25198,mp-18932
804,Li1-2CoSiO4,mp-760516_Li,mp-777657,mp-760516
805,Li2-4VCr3O8,mp-769577_Li,mp-769577,mp-769605
806,Li2-4VCr3O8,mp-755473_Li,mp-1177801,mp-850338
807,Li0-7Mo4P9O32,mp-27067_Li,mp-504259,mp-27067
808,Li0-2Mn2Cr3O12,mp-772631_Li,mp-772631,mp-775291
809,Li0-3.5Mn5Cr3O16,mp-769505_Li,mp-771053,mp-769505
810,Li0-8Mn15CrO32,mp-770529_Li,mp-771190,mp-770529
811,Li0-2Mn3CrO8,mp-772951_Li,mp-772951,mp-775679
812,Li1-3MnCr2O6,mp-774249_Li,mp-850948,mp-774249
813,Li0-1Mn3Cr5O16,mp-756938_Li,mp-756938,mp-760073
814,Li1-2CoSiO4,mp-764957_Li,mp-778061,mp-764957
815,Li2-5MnCr3O8,mp-753261_Li,mp-775295,mp-753261
816,Li0-3Mn2CrO6,mp-774897_Li,mp-775006,mp-774897
817,Li0-1MoPO5,mp-27115_Li,mp-504414,mp-27115
818,Li2-5MnCr3O8,mp-761082_Li,mp-1177916,mp-826679
819,Li2.5-4Co2Si3O10,mp-757921_Li,mp-849656,mp-757921
820,Li0-4Mn3Fe(PO4)4,mp-756786_Li,mp-756786,mp-773519
821,Li1-2CoSiO4,mp-752894_Li,mp-763240,mp-758372
822,Li0-2MnFe2(PO4)3,mp-767440_Li,mp-849505,mp-767440
823,Li0-2ReO3,mp-8189_Li,mp-755021,mp-556288
824,Li0-2MnFe(PO4)2,mp-759138_Li,mp-764401,mp-759138
825,Li1.5-2SiNiO4,mp-780288_Li,mp-780288,mp-1177860
826,Li0-4Mn3Fe(PO4)4,mp-766376_Li,mp-766386,mp-766376
827,Li3-4MnSi2O7,mp-752722_Li,mp-753370,mp-752722
828,Li1-4SbTe2WO12,mp-753933_Li,mp-754339,mp-753933
829,Li3-5Fe5(NiO6)2,mp-753185_Li,mp-753185,mp-771236
830,Li0-2Mn2Si2O7,mp-754573_Li,mp-756726,mp-859108
831,Li2-8Zr7Fe(PO4)12,mp-759723_Li,mp-759723,mp-1176803
832,Li1.5-2MnSiO4,mp-780287_Li,mp-780287,mp-780666
833,Li1-1.5FeNiO4,mp-753174_Li,mp-755275,mp-767955
834,Li0-1NbO2,mp-3924_Li,mp-25214,mp-3924
835,Li1.5-2SiNiO4,mp-756019_Li,mp-756019,mp-766710
836,Li2-5FeNi3O8,mp-759765_Li,mp-772596,mp-759765
837,Li0-2Mn(SiO3)2,mp-753447_Li,mp-1142713,mp-757169
838,Li0-2Mn3CrO8,mp-756043_Li,mp-756043,mp-768844
839,Li1.5-2MnSiO4,mp-755842_Li,mp-1312705,mp-755842
840,Li0-4Mn3CrO8,mp-754504_Li,mp-756575,mp-1177394
841,Li2-4Mn2Si3O10,mp-757670_Li,mp-766544,mp-757670
842,Li0-5MnCr3O8,mp-760027_Li,mp-760027,mp-760296
843,Li0-3Mn3CrO8,mp-752417_Li,mp-773120,mp-764036
844,Li2-4MnCr3O8,mp-754425_Li,mp-754425,mp-756944
845,Li0-0.25ScFeO3,mp-756419_Li,mp-769734,mp-1235319
846,Li0-1NbFeO4,mp-754222_Li,mp-754222,mp-756415
847,Li0-2ZnFe(PO4)2,mp-756192_Li,mp-1101161,mp-756192
848,Li1-2CoSiO4,mp-753099_Li,mp-763255,mp-753732
849,Li4-5Fe3(NiO5)2,mp-752964_Li,mp-752964,mp-755786
850,Li0-2MnFe(PO4)2,mp-754635_Li,mp-756899,mp-754635
851,Li0-2Mn3Si3O10,mp-767709_Li,mp-861258,mp-767709
852,Li1.5-2MnSiO4,mp-769543_Li,mp-769543,mp-783909
853,Li0.5-2MnCrO4,mp-770856_Li,mp-780849,mp-770856
854,Li0-2Mn4Si4O13,mp-766688_Li,mp-766688,mp-860880
855,Li0-8Mn7Fe(PO4)12,mp-776668_Li,mp-778021,mp-776668
856,Li0.83-1NbO3,mp-3731_Li,mp-531722,mp-3731
857,Li4-6Fe5SbO12,mp-765615_Li,mp-1177408,mp-765615
858,Li0-2Mn2Fe(PO4)3,mp-776051_Li,mp-776759,mp-776051
859,Li0.29-1.57Y2Ti2S2O5,mp-774474_Li,mp-774554,mp-774552
860,Li3-5Fe2Ni3O10,mp-752981_Li,mp-752981,mp-755824
861,Li0-6Ti3Fe(PO4)6,mp-743603_Li,mp-775436,mp-1176962
862,Li0-1Ti(SO4)2,mp-780570_Li,mp-780570,mp-1176809
863,Li4-5Fe2Ni5O12,mp-758641_Li,mp-758641,mp-771319
864,Li3.75-5FeO4,mp-19511_Li,mp-766829,mp-19511
865,Li2-5Nb2Fe3O10,mp-753638_Li,mp-753897,mp-754582
866,Li0-1Cr(PO3)4,mp-26279_Li,mp-687212,mp-26279
867,Li0-8MnFe7(PO4)8,mp-766418_Li,mp-766418,mp-861717
868,Li3-5Fe3(SnO5)2,mp-753126_Li,mp-753126,mp-756675
869,Li0-1Mn(Si2O5)2,mp-849757_Li,mp-1043728,mp-849757
870,Li0-1.5Y2Ti2S2O5,mp-25305_Li,mp-25305,mp-1222559
871,Li0-2MnFe(PO4)2,mp-767833_Li,mp-767833,mp-775189
872,Li3-4Fe3WO8,mp-756528_Li,mp-1177706,mp-756528
873,Li0-1Cr2(PO3)5,mp-25861_Li,mp-881272,mp-25861
874,Li0-1Fe3(SnS4)2,mp-754767_Li,mp-754767,mp-774883
875,Li0-2Cr(PO3)5,mp-705300_Li,mp-705300,mp-1101550
876,Li0-3VFeP2(HO5)2,mp-753646_Li,mp-753646,mp-759083
877,Li0-1Cr(PO4)2,mp-697692_Li,mp-697815,mp-697692
878,Li0-1Cr(PO3)4,mp-26829_Li,mp-540424,mp-26829
879,Li0-9Mn7Cr12O48,mp-773028_Li,mp-773028,mp-851099
880,Li4.5-6FeO4,mp-756155_Li,mp-774501,mp-756155
881,Li0.5-2MnCrO4,mp-755443_Li,mp-780798,mp-755443
882,Li0-1Cr2P2O9,mp-1013922_Li,mp-1040982,mp-1013922
883,Li7-8Ni(O2F)2,mp-753488_Li,mp-761279,mp-753488
884,Li4-6NbFe5O12,mp-752667_Li,mp-756145,mp-752667
885,Li0-3Fe(SbO3)4,mp-754951_Li,mp-754951,mp-756153
886,Li0-4Mn5Fe(PO4)6,mp-771947_Li,mp-771947,mp-776660
887,Li0-4MnFe3(PO4)4,mp-766130_Li,mp-766414,mp-766130
888,Li0-7TiFe3(PO4)6,mp-758142_Li,mp-775272,mp-760106
889,Li4-6Fe5NiO12,mp-755202_Li,mp-1177537,mp-765833
890,Li0-8Fe7P12WO48,mp-770783_Li,mp-770783,mp-1176835
891,Li0-1Fe(SeO3)2,mp-25261_Li,mp-25261,mp-558555
892,Li3-4NbFe3O8,mp-753114_Li,mp-763729,mp-770958
893,Li0-1.33MnFe(PO4)2,mp-773672_Li,mp-773672,mp-1177464
894,Li0-4Ti3Fe3(SbO8)2,mp-753029_Li,mp-753029,mp-865132
895,Li2-3Fe2NiO6,mp-757135_Li,mp-758197,mp-757135
896,Li0-2MnFe(PO4)2,mp-761246_Li,mp-764402,mp-761246
897,Li3-4Fe3SbO8,mp-756407_Li,mp-772131,mp-780303
898,Li0-4MnFe3(PO4)4,mp-766043_Li,mp-766435,mp-766043
899,Li8-1Fe3Ni7O20,mp-759370_Li,mp-759370,mp-771052
900,Li0-1Fe(Se2O5)2,mp-25259_Li,mp-25259,mp-887746
901,Li0-12Mn11Fe(PO4)12,mp-775195_Li,mp-849792,mp-775195
902,Li2-3CrO4,mp-756967_Li,mp-756967,mp-770632
903,Li0-1Ni(SO4)2,mp-772505_Li,mp-772505,mp-776292
904,Li0-0.5CrO2,mp-770684_Li,mp-1047121,mp-770684
905,Li0-1NbSe2,mp-2207_Li,mp-2207,mp-1025496
906,Li0.6-0.8CrO2,mp-753172_Li,mp-762282,mp-753172
907,Li1-2FeO3,mp-752521_Li,mp-760833,mp-774155
908,Li3-5Cr2P5O18,mp-725039_Li,mp-935737,mp-725039
909,Li0-1Cr2P3O11,mp-25817_Li,mp-25818,mp-25817
910,Li1-3Cr2(PO4)3,mp-26869_Li,mp-26870,mp-26869
911,Li0-3Cr3(PO4)4,mp-26337_Li,mp-31744,mp-26337
912,Li0-1Cr4(PO4)3,mp-26913_Li,mp-26914,mp-26913
913,Li2-3Cr(PO3)8,mp-26329_Li,mp-540219,mp-26329
914,Li0-1Cr(PO3)4,mp-25985_Li,mp-704231,mp-25985
915,Li1-3Cr2(PO4)3,mp-26489_Li,mp-31677,mp-26489
916,Li0-2Cr3(P2O7)2,mp-26218_Li,mp-26218,mp-540179
917,Li0-3Cr3(PO4)4,mp-26205_Li,mp-695952,mp-26205
918,Li2-3Cr(PO4)2,mp-26617_Li,mp-26618,mp-26617
919,Li0-1Cr2P3O10,mp-26116_Li,mp-26116,mp-585354
920,Li0-1Cr2(PO4)3,mp-831192_Li,mp-935592,mp-939764
921,Li0-2Cr(PO3)5,mp-704942_Li,mp-705019,mp-704942
922,Li0-1Cr3P3O13,mp-1012789_Li,mp-1047904,mp-1012789
923,Li0-2Cr3(P2O7)2,mp-697855_Li,mp-1172917,mp-697855
924,Li0-3Cr3(PO4)4,mp-26289_Li,mp-705409,mp-26289
925,Li0-4Cr2(PO4)3,mp-1355561_Li,mp-1361134,mp-1355561
926,Li0-1Cr2P3O13,mp-27100_Li,mp-27100,mp-705400
927,Li0-1CrP2O7,mp-26853_Li,mp-26854,mp-26853
928,Li0-1CrP2O7,mp-27035_Li,mp-27036,mp-27035
929,Li0-2Cr5(PO4)4,mp-504336_Li,mp-504336,mp-697796
930,Li6-9Cr3P8O29,mp-26975_Li,mp-26976,mp-26975
931,Li0-1CrP2O7,mp-26139_Li,mp-26140,mp-26139
932,Li0-1CrP2O7,mp-26571_Li,mp-26572,mp-26571
933,Li0-1CrP2O7,mp-26493_Li,mp-26494,mp-26493
934,Li0-1Cr4P7O24,mp-585323_Li,mp-585323,mp-1101527
935,Li0-3Cr2P5O16,mp-26133_Li,mp-26134,mp-26425
936,Li0-1Cr4(PO4)3,mp-26967_Li,mp-504357,mp-26967
937,Li0-1Cr4(PO4)3,mp-26840_Li,mp-26840,mp-697664
938,Li0-1CrP2O7,mp-19103_Li,mp-26974,mp-19103
939,Li0-1CrP2O7,mp-26777_Li,mp-26778,mp-1568351
940,Li0-2Cr(PO3)4,mp-697850_Li,mp-1178438,mp-697850
941,Li0-1CrP2O7,mp-26435_Li,mp-540267,mp-26435
942,Li1-3Cr2(PO4)3,mp-25837_Li,mp-1101602,mp-25837
943,Li0-1Cr6P7O24,mp-504358_Li,mp-504359,mp-504358
944,Li1-3Cr2(PO4)3,mp-26605_Li,mp-697813,mp-26605
945,Li0-1CrP2O7,mp-26458_Li,mp-26458,mp-1101520
946,Li0-0.5WO2,mp-504103_Li,mp-504110,mp-504103
947,Li0-1CrPO4,mp-25447_Li,mp-25452,mp-25447
948,Li1-2CrP2O7,mp-26771_Li,mp-31691,mp-26771
949,Li0-1CrP2O7,mp-704959_Li,mp-704959,mp-705001
950,Li0-1CrPO4,mp-26881_Li,mp-504335,mp-26881
951,Li0.5-1CrPO4,mp-757829_Li,mp-766412,mp-757829
952,Li0-1CrPO4,mp-26579_Li,mp-26580,mp-26579
953,Li1-3Cr2(PO4)3,mp-26739_Li,mp-26740,mp-26739
954,Li1-2CrP2O7,mp-26965_Li,mp-540482,mp-26965
955,Li0-1CrPO4,mp-18906_Li,mp-18906,mp-26317
956,Li1-2CrP2O7,mp-26751_Li,mp-705361,mp-26751
957,Li0-1CrPO4,mp-27041_Li,mp-27042,mp-27041
958,Li0-1CrPO5,mp-540292_Li,mp-1046724,mp-540292
959,Li0-1CrP2O7,mp-831055_Li,mp-1048383,mp-831055
960,Li0-0.25Hf2N2O,mp-756096_Li,mp-756096,mp-1235358
961,Li0-1CrPO4,mp-583853_Li,mp-689963,mp-583853
962,Li3-4CrP2O9,mp-26911_Li,mp-504343,mp-26911
963,Li0.5-1CrPO4,mp-753999_Li,mp-753999,mp-757040
964,Li0.5-1CrPO4,mp-540462_Li,mp-753886,mp-540462
965,Li0-1WO2,mp-25375_Li,mp-25375,mp-25467
966,Li0-1CrPO5,mp-26923_Li,mp-26924,mp-26923
967,Li0-1CrPO4,mp-753918_Li,mp-764345,mp-756865
968,Li1-2CrP4O13,mp-31739_Li,mp-1101523,mp-31739
969,Li0.5-1CrPO4,mp-504313_Li,mp-753873,mp-504313
970,Li0.36-0.55NiO2,mp-758676_Li,mp-758676,mp-758747
971,Li0-1Ni6O7,mp-753344_Li,mp-766450,mp-753344
972,Li0.67-1NiO2,mp-755410_Li,mp-755410,mp-1176588
973,Li0-1Co(PO3)4,mp-26925_Li,mp-504346,mp-26925
974,Li1-2Co(PO3)4,mp-31560_Li,mp-540064,mp-31560
975,Li0-1Ni3O4,mp-656887_Li,mp-656887,mp-1273274
976,Li7-11Ni13O24,mp-758517_Li,mp-758593,mp-758517
977,Li0.5-1.25NiO2,mp-754917_Li,mp-754917,mp-780518
978,Li1-2NiO2,mp-19183_Li,mp-25316,mp-19183
979,Li0.75-1NiO2,mp-755200_Li,mp-758978,mp-1287495
980,Li0.6-1NiO2,mp-756446_Li,mp-762930,mp-756446
981,Li2-4Ni5O9,mp-766892_Li,mp-1177872,mp-766892
982,Li0-2NiO2,mp-35925_Li,mp-35925,mp-754756
983,Li0-1Ni9O13,mp-1045896_Li,mp-1045896,mp-1235587
984,Li0-2NiO2,mp-19308_Li,mp-510753,mp-19308
985,Li0.5-1CrPO4,mp-757030_Li,mp-766419,mp-757030
986,Li0-0.5WO3,mp-675212_Li,mp-756478,mp-756203
987,Li0-2CrPO5,mp-757132_Li,mp-772173,mp-757132
988,Li0-1Ni9O10,mp-656884_Li,mp-656884,mp-775737
989,Li9-13Ni15O28,mp-759153_Li,mp-759153,mp-766878
990,Li0-3Cr2(PO4)3,mp-25838_Li,mp-26610,mp-780606
991,Li0.33-1NiO2,mp-866271_Li,mp-1222821,mp-866271
992,Li0.58-0.92NiO2,mp-38676_Li,mp-758820,mp-38676
993,Li1-2Co(PO3)4,mp-540530_Li,mp-690004,mp-540530
994,Li12-17Ni11O28,mp-759703_Li,mp-759703,mp-766611
995,Li0-7Cr4P9O32,mp-27077_Li,mp-504406,mp-27077
996,Li0-1Co(PO3)3,mp-26991_Li,mp-26992,mp-26991
997,Li0-1Co(PO3)3,mp-26460_Li,mp-26460,mp-504262
998,Li0-1Co(PO3)4,mp-26861_Li,mp-31572,mp-26861
999,Li0-3Co3(PO4)4,mp-26177_Li,mp-540169,mp-26177
1000,Li0-1NiPO4,mp-26403_Li,mp-540256,mp-26403
1001,Li0-4Ni3P4O15,mp-27080_Li,mp-1101501,mp-540518
1002,Li0-1NiP2O7,mp-26449_Li,mp-26450,mp-26449
1003,Li0-1Ni4(PO4)3,mp-777879_Li,mp-777879,mp-861635
1004,Li0-1Ni6P7O24,mp-504371_Li,mp-504372,mp-504371
1005,Li0-4Ni5(P3O11)2,mp-26313_Li,mp-26314,mp-26313
1006,Li0-1NiPO4,mp-25967_Li,mp-25968,mp-25967
1007,Li1-2NiP2O7,mp-753547_Li,mp-753784,mp-753547
1008,Li0-1NiPO4,mp-25304_Li,mp-25304,mp-26093
1009,Li0-2NiP2O7,mp-26480_Li,mp-690014,mp-584129
1010,Li5-14Ni9(P2O7)8,mp-1334697_Li,mp-1334697,mp-1336034
1011,Li0-2NiP2O7,mp-32314_Li,mp-689834,mp-32383
1012,Li0.5-1NiPO4,mp-758148_Li,mp-766097,mp-758148
1013,Li0-2NiP2O7,mp-26007_Li,mp-26008,mp-779070
1014,Li0-6Ni5(P2O7)4,mp-27060_Li,mp-705436,mp-705432
1015,Li0-1NiPO4,mp-26387_Li,mp-26388,mp-26387
1016,Li5-14Ni9(P2O7)8,mp-27049_Li,mp-27049,mp-540237
1017,Li0-2.5V9O22,mp-767268_Li,mp-849581,mp-773027
1018,Li0-4V5O12,mp-776130_Li,mp-778252,mp-851075
1019,Li0-1.25VO2,mp-19394_Li,mp-714960,mp-771611
1020,Li0.75-2FeP2O7,mp-782726_Li,mp-849425,mp-849623
1021,Li0-0.2VO2,mp-849511_Li,mp-849511,mp-1222710
1022,Li0.36-0.73VO2,mp-758647_Li,mp-758647,mp-768084
1023,Li1-2VO3,mp-754098_Li,mp-754098,mp-861577
1024,Li0.25-0.75MnBO3,mp-754889_Li,mp-756059,mp-849269
1025,Li1-2VO3,mp-752603_Li,mp-763200,mp-774192
1026,Li0.38-0.69VO2,mp-758440_Li,mp-1177934,mp-758440
1027,Li0.25-0.75MnBO3,mp-781610_Li,mp-850920,mp-781610
1028,Li0.33-0.83MnBO3,mp-780111_Li,mp-849243,mp-781670
1029,Li0-0.5MnB4O7,mp-557663_Li,mp-557663,mp-1236349
1030,Li0.5-0.75MnBO3,mp-755482_Li,mp-1570353,mp-776517
1031,Li0.5-2VO2,mp-752548_Li,mp-752548,mp-774411
1032,Li3-5Mn3(BO3)4,mp-766488_Li,mp-766488,mp-766500
1033,Li0.5-0.75MnBO3,mp-780105_Li,mp-1567236,mp-780105
1034,Li1-2NiP2O7,mp-26162_Li,mp-26162,mp-584012
1035,Li0-6Mn3V(PO4)6,mp-752805_Li,mp-774638,mp-752805
1036,Li0-1NiPO4,mp-26577_Li,mp-504281,mp-26577
1037,Li1-2NiP2O7,mp-26365_Li,mp-705295,mp-26365
1038,Li0-2MnV(PO4)2,mp-757718_Li,mp-1176429,mp-757718
1039,Li3-4MnV(PO4)3,mp-768106_Li,mp-774297,mp-768106
1040,Li0-4Mn3V(PO4)4,mp-756523_Li,mp-756523,mp-757332
1041,Li0.5-0.75MnBO3,mp-754552_Li,mp-850898,mp-754552
1042,Li0.5-1MnBO3,mp-755030_Li,mp-849588,mp-831163
1043,Li0.5-0.83MnBO3,mp-780433_Li,mp-782642,mp-780433
1044,Li0.5-0.75MnBO3,mp-780529_Li,mp-781608,mp-780529
1045,Li0.2-1VO2,mp-758901_Li,mp-762390,mp-758901
1046,Li2-3Mn(BO3)2,mp-758924_Li,mp-766466,mp-770910
1047,Li0.33-0.83MnBO3,mp-766536_Li,mp-780665,mp-766536
1048,Li0.67-0.83MnBO3,mp-849508_Li,mp-849609,mp-849508
1049,Li0.33-0.83MnBO3,mp-780149_Li,mp-849514,mp-782643
1050,Li0.33-0.83MnBO3,mp-780199_Li,mp-780524,mp-780199
1051,Li0.5-0.75MnBO3,mp-780137_Li,mp-1176667,mp-780137
1052,Li0.67-0.83MnBO3,mp-849548_Li,mp-849554,mp-849548
1053,Li0.33-0.83MnBO3,mp-780327_Li,mp-780327,mp-850959
1054,Li0.33-0.83MnBO3,mp-780197_Li,mp-780388,mp-849333
1055,Li0.67-0.83MnBO3,mp-1357649_Li,mp-1360423,mp-1357649
1056,Li0.67-0.83MnBO3,mp-780574_Li,mp-850980,mp-782654
1057,Li0.33-0.83MnBO3,mp-754734_Li,mp-781682,mp-780308
1058,Li0.5-0.75MnBO3,mp-778403_Li,mp-778403,mp-781619
1059,Li0.33-0.83MnBO3,mp-780156_Li,mp-780320,mp-780156
1060,Li0.5-0.75MnBO3,mp-776634_Li,mp-849746,mp-776634
1061,Li0-3Mn5O8,mp-752536_Li,mp-752536,mp-754811
1062,Li0.5-0.88MnBO3,mp-775226_Li,mp-775226,mp-779303
1063,Li0.33-0.83MnBO3,mp-780419_Li,mp-850395,mp-780419
1064,Li0.5-1MnBO3,mp-753767_Li,mp-850907,mp-753767
1065,Li6-13Mn17O40,mp-758827_Li,mp-758827,mp-759819
1066,Li0.33-0.83MnBO3,mp-776447_Li,mp-776450,mp-781617
1067,Li12-14Mn2O9,mp-753075_Li,mp-753075,mp-770530
1068,Li5-7Mn5O12,mp-756600_Li,mp-758752,mp-756600
1069,Li0-1Mn7O12,mp-754430_Li,mp-754430,mp-1312332
1070,Li0.67-0.83MnBO3,mp-776558_Li,mp-776581,mp-776558
1071,Li0.75-0.92MnBO3,mp-766525_Li,mp-776994,mp-766525
1072,Li0.5-0.88MnBO3,mp-775182_Li,mp-779023,mp-779296
1073,Li0-6Mn15O32,mp-757508_Li,mp-776603,mp-761797
1074,Li0.67-0.83MnBO3,mp-849497_Li,mp-849566,mp-849497
1075,Li0-9Mn21O40,mp-776365_Li,mp-849596,mp-776365
1076,Li0-1MnO2,mp-18767_Li,mp-510732,mp-18767
1077,Li0-9Mn21O40,mp-530725_Li,mp-766493,mp-530725
1078,Li0-9Mn15O32,mp-767704_Li,mp-867971,mp-769450
1079,Li0-1MnO2,mp-755562_Li,mp-1271850,mp-755562
1080,Li0-1MnBO3,mp-19131_Li,mp-25296,mp-19131
1081,Li0.62-0.88MnBO3,mp-776580_Li,mp-776580,mp-781628
1082,Li1-5Mn7O12,mp-753234_Li,mp-753234,mp-754393
1083,Li0.5-0.75MnBO3,mp-777375_Li,mp-777375,mp-778867
1084,Li2.5-5Mn3O8,mp-33461_Li,mp-758809,mp-1174554
1085,Li0-0.5MnO2,mp-756371_Li,mp-1407587,mp-756371
1086,Li4-9Mn7O16,mp-757932_Li,mp-757932,mp-1100519
1087,Li0-1MnO2,mp-33009_Li,mp-510408,mp-1002572
1088,Li0.83-0.92MnBO3,mp-766526_Li,mp-849585,mp-766526
1089,Li2-4Mn5O12,mp-675534_Li,mp-758668,mp-691115
1090,Li0.67-0.83MnBO3,mp-778254_Li,mp-778254,mp-831270
1091,Li0-2MnO2,mp-19279_Li,mp-25223,mp-19279
1092,Li0-1MnO2,mp-25373_Li,mp-25424,mp-754656
1093,Li3-3.5Mn7O16,mp-757896_Li,mp-770710,mp-757896
1094,Li0.67-1MnO2,mp-756747_Li,mp-758273,mp-756747
1095,Li0.8-1.6MnO2,mp-763609_Li,mp-763609,mp-764701
1096,Li0-0.5MnO2,mp-644514_Li,mp-644514,mp-1016095
1097,Li0-1.25MnO2,mp-754396_Li,mp-755489,mp-754396
1098,Li0.75-1MnO2,mp-756516_Li,mp-1177617,mp-756516
